county,state,# total covid cases,# covid cases per 100k,# covid deaths
Richardson County,Nebraska,1807,22975.206611570247,19
Rock County,Nebraska,172,12675.018422991894,2
Saline County,Nebraska,3796,26687.28908886389,2
Sarpy County,Nebraska,49702,26550.780999594008,131
Saunders County,Nebraska,5023,23278.33904903142,16
Scotts Bluff County,Nebraska,9439,26500.645740917513,48
Seward County,Nebraska,3371,19503.587132608194,32
Sheridan County,Nebraska,1000,19062.142584826535,10
Sherman County,Nebraska,586,19526.824391869377,4
Sioux County,Nebraska,65,5574.614065180102,0
Stanton County,Nebraska,744,12567.567567567567,11
Thayer County,Nebraska,1109,22166.699980011992,4
Thomas County,Nebraska,96,13296.398891966759,1
Thurston County,Nebraska,1782,24667.774086378737,11
Valley County,Nebraska,752,18085.618085618087,2
Washington County,Nebraska,4552,21959.573544309904,25
Wayne County,Nebraska,1823,19424.613745338305,7
Webster County,Nebraska,712,20418.69802122168,7
Wheeler County,Nebraska,127,16219.667943805875,0
York County,Nebraska,3920,28657.065574968932,11
Carson City,Nevada,15052,26918.949853351456,218
Churchill County,Nevada,6599,26492.432454133042,110
Clark County,Nevada,543811,23991.150188709213,8458
Douglas County,Nevada,7410,15151.824966772314,92
Elko County,Nevada,11668,22107.696388646782,138
Esmeralda County,Nevada,109,12485.681557846507,3
Eureka County,Nevada,165,8132.084770823066,2
Humboldt County,Nevada,2508,14901.075396589627,54
Lander County,Nevada,1181,21348.517715112073,21
Lincoln County,Nevada,550,10611.614894848542,7
Lyon County,Nevada,10135,17623.022083115982,175
Mineral County,Nevada,1267,28124.306326304108,17
Nye County,Nevada,7514,16151.151043569847,241
Pershing County,Nevada,2130,31672.862453531598,29
Storey County,Nevada,133,3225.806451612903,11
Washoe County,Nevada,105973,22474.810134904426,1202
White Pine County,Nevada,1693,17672.233820459292,20
Belknap County,New Hampshire,14123,23038.024240249255,178
Carroll County,New Hampshire,9844,20126.76344305868,62
Cheshire County,New Hampshire,15654,20574.357626338962,112
Coos County,New Hampshire,7136,22608.750752463326,113
Grafton County,New Hampshire,19195,21354.827225596866,68
Hillsborough County,New Hampshire,101546,24350.098914933154,916
Merrimack County,New Hampshire,33364,22038.298181529943,230
Rockingham County,New Hampshire,70216,22667.21331056368,541
Strafford County,New Hampshire,30924,23672.42580358715,210
Sullivan County,New Hampshire,9709,22502.66536874797,67
Atlantic County,New Jersey,70482,26731.141199226306,997
Bergen County,New Jersey,239353,25676.08737162117,3458
Burlington County,New Jersey,106935,24011.505583261664,1210
Camden County,New Jersey,130289,25724.86874865491,1807
Cape May County,New Jersey,22796,24767.761492410824,304
Cumberland County,New Jersey,40389,27011.175239254448,605
Essex County,New Jersey,222558,27855.439782220972,3614
Gloucester County,New Jersey,71942,24668.42227982828,968
Hudson County,New Jersey,179135,26641.492821884884,2721
Hunterdon County,New Jersey,26017,20918.863722250364,275
Mercer County,New Jersey,80988,22041.749448874616,1261
Middlesex County,New Jersey,204363,24769.411268486492,2877
Monmouth County,New Jersey,172251,27836.520980292342,2180
Morris County,New Jersey,125971,25611.930587888462,1550
Ocean County,New Jersey,168238,27707.819350248523,2975
Passaic County,New Jersey,149761,29843.212587629976,2337
Salem County,New Jersey,14662,23502.44449787609,250
Somerset County,New Jersey,72382,22005.022284105624,975
Sussex County,New Jersey,35481,25255.53783953078,476
Union County,New Jersey,151057,27151.87268240162,2355
Warren County,New Jersey,24838,23595.238773784757,342
Bernalillo County,New Mexico,149543,22020.081841085754,1854
Catron County,New Mexico,420,11908.137227105188,14
Chaves County,New Mexico,21405,33126.98289870773,328
Cibola County,New Mexico,7198,26984.067478912842,189
Colfax County,New Mexico,2437,20408.67599028557,64
Curry County,New Mexico,12797,26140.866936307557,198
De Baca County,New Mexico,589,33695.65217391305,6
Doña Ana County,New Mexico,63648,29170.23763147643,773
Eddy County,New Mexico,17069,29197.74204584331,282
Grant County,New Mexico,6748,24994.444032891326,90
Guadalupe County,New Mexico,1109,25790.697674418607,17
Harding County,New Mexico,85,13600.0,4
Hidalgo County,New Mexico,1104,26298.23725583611,15
Lea County,New Mexico,19241,27073.30800619108,341
Lincoln County,New Mexico,5296,27059.063968935214,67
Los Alamos County,New Mexico,2880,14869.120759977282,16
Luna County,New Mexico,6725,28364.75599983129,129
McKinley County,New Mexico,26007,36441.21232502417,589
Mora County,New Mexico,772,17075.86817075868,18
Otero County,New Mexico,13461,19945.17706326863,187
Quay County,New Mexico,2006,24306.312855931174,54
Rio Arriba County,New Mexico,10047,25813.828010585545,135
Roosevelt County,New Mexico,5023,27151.35135135135,97
San Juan County,New Mexico,40943,33029.73587828135,755
San Miguel County,New Mexico,5926,21725.2630421234,63
Sandoval County,New Mexico,34112,23245.291247580888,436
Santa Fe County,New Mexico,29227,19438.27398608654,287
Sierra County,New Mexico,2048,18978.778611806134,73
Socorro County,New Mexico,3834,23045.020135841798,88
Taos County,New Mexico,5425,16578.55331112673,90
Torrance County,New Mexico,2707,17508.56995019727,56
Union County,New Mexico,786,19364.375461936437,16
Valencia County,New Mexico,18751,24451.022324222824,276
Albany County,New York,63461,20772.423454858497,523
Allegany County,New York,9275,20123.23447093793,155
Bronx County,New York,404527,28523.833262704247,7733
Broome County,New York,48947,25695.581873923817,520
Cattaraugus County,New York,16113,21168.727091188564,222
Cayuga County,New York,17375,22689.876723777685,152
Chautauqua County,New York,24556,19350.21236692592,302
Chemung County,New York,22603,27083.732745398775,233
Chenango County,New York,9858,20882.496239964414,121
Clinton County,New York,18034,22406.65962601727,90
Columbia County,New York,10772,18116.07608348329,141
Cortland County,New York,11365,23885.584582081083,120
Delaware County,New York,8261,18717.57108870511,72
Dutchess County,New York,66962,22759.31452188513,659
Erie County,New York,227059,24715.196004798072,2651
Essex County,New York,6116,16581.26609732954,61
Franklin County,New York,10059,20109.151973131822,46
Fulton County,New York,13428,25154.075267407225,169
Genesee County,New York,14395,25130.935754189944,187
Greene County,New York,9055,19189.200644231583,130
Hamilton County,New York,919,20810.688405797104,5
Herkimer County,New York,14827,24180.107307686034,193
Jefferson County,New York,21422,19503.978731540323,138
Kings County,New York,720568,28148.254054938803,12836
Lewis County,New York,6417,24402.951019166412,49
Livingston County,New York,12324,19588.644816733955,118
Madison County,New York,14319,20184.37856810589,127
Monroe County,New York,163463,22036.88474864176,1587
Montgomery County,New York,12471,25336.746510635705,205
Nassau County,New York,425386,31349.28706397705,3853
New York County,New York,444837,27312.29577345451,5457
Niagara County,New York,51069,24402.1196381898,585
Oneida County,New York,58360,25521.38224785828,803
Onondaga County,New York,121727,26432.051905638746,1073
Ontario County,New York,21586,19663.499640179638,180
Orange County,New York,111213,28890.995999376526,954
Orleans County,New York,9116,22591.19746233148,117
Oswego County,New York,28826,24611.522830504422,194
Otsego County,New York,10667,17929.840485435263,88
Putnam County,New York,24875,25300.040683482508,125
Queens County,New York,667393,29611.13788002616,11862
Rensselaer County,New York,33850,21327.671156923774,259
Richmond County,New York,169697,35639.923300353046,2331
Rockland County,New York,96142,29510.511404620782,897
Saratoga County,New York,49890,21704.2325211104,335
Schenectady County,New York,35317,22741.292603300728,305
Schoharie County,New York,5336,17213.458498661246,36
Schuyler County,New York,3724,20913.124052338968,25
Seneca County,New York,6391,18788.21730950141,91
St. Lawrence County,New York,22454,20840.913309819938,191
Steuben County,New York,21216,22243.89016450162,253
Suffolk County,New York,444799,30123.168005439522,4399
Sullivan County,New York,19217,25475.92533672712,130
Tioga County,New York,11719,24311.764827915275,85
Tompkins County,New York,21144,20692.894891368174,85
Ulster County,New York,33856,19065.96160452321,365
Warren County,New York,14739,23049.856124108595,129
Washington County,New York,12875,21036.206783870333,115
Wayne County,New York,18503,20577.63740296715,179
Westchester County,New York,264448,27332.957108276332,2720
Wyoming County,New York,8692,21806.869213979277,84
Yates County,New York,3704,14867.73973427528,40
Alamance County,North Carolina,47756,28173.13534974544,488
Alexander County,North Carolina,10479,27946.235698855908,139
Alleghany County,North Carolina,2981,26766.63374337793,16
Anson County,North Carolina,6567,26863.290517876136,101
Ashe County,North Carolina,6471,23787.817520126457,78
Avery County,North Carolina,4621,26319.98633023865,44
Beaufort County,North Carolina,12715,27056.645529216494,171
Bertie County,North Carolina,4277,22573.494484614977,68
Bladen County,North Carolina,9365,28619.888759855752,127
Brunswick County,North Carolina,30542,21384.960089623302,332
Buncombe County,North Carolina,54155,20733.86908430995,583
Burke County,North Carolina,25399,28069.845830800685,327
Cabarrus County,North Carolina,56620,26158.103606787616,494
Caldwell County,North Carolina,22411,27271.289152814625,308
Camden County,North Carolina,1786,16435.07867856814,9
Carteret County,North Carolina,14255,20518.76268478402,124
Caswell County,North Carolina,5357,23699.34524862856,48
Catawba County,North Carolina,47959,30058.727303495434,600
Chatham County,North Carolina,13262,17808.51349536726,114
Cherokee County,North Carolina,7126,24905.633999720398,121
Chowan County,North Carolina,4160,29835.75987950943,61
Clay County,North Carolina,2634,23452.94274775176,44
Cleveland County,North Carolina,29743,30366.422657151317,387
Columbus County,North Carolina,15997,28819.269294516103,269
Craven County,North Carolina,24698,24180.773259969257,207
Cumberland County,North Carolina,87898,26198.40302346584,630
Currituck County,North Carolina,5051,18193.278824334546,36
Dare County,North Carolina,7565,20440.973817179605,27
Davidson County,North Carolina,43561,25989.654493493785,427
Davie County,North Carolina,11315,26408.532885216824,104
Duplin County,North Carolina,16909,28785.68631790402,245
Durham County,North Carolina,74921,23304.446822276415,338
Edgecombe County,North Carolina,13616,26453.21728318309,154
Forsyth County,North Carolina,94312,24669.95383146523,824
Franklin County,North Carolina,20719,29732.36708043338,79
Gaston County,North Carolina,65857,29331.177709783595,850
Gates County,North Carolina,1926,16658.017644006228,20
Graham County,North Carolina,2310,27366.425778936144,31
Granville County,North Carolina,14536,24049.104114620386,115
Greene County,North Carolina,5826,27652.00056955717,67
Guilford County,North Carolina,121303,22581.696061239003,1208
Halifax County,North Carolina,14035,28064.387122575485,187
Harnett County,North Carolina,33797,24855.121492028004,339
Haywood County,North Carolina,13175,21141.90349342876,221
Henderson County,North Carolina,25284,21533.508776412276,316
Hertford County,North Carolina,4779,20184.14495079613,84
Hoke County,North Carolina,15074,27291.161241264435,116
Hyde County,North Carolina,1340,27141.989062183515,13
Iredell County,North Carolina,49004,26954.00591839653,466
Jackson County,North Carolina,9794,22290.50025035277,96
Johnston County,North Carolina,60301,28805.430426246425,452
Jones County,North Carolina,2235,23728.633612910075,39
Lee County,North Carolina,16113,26081.678240178702,151
Lenoir County,North Carolina,15839,28309.71062932313,220
Lincoln County,North Carolina,24543,28501.585163335694,174
Macon County,North Carolina,7978,22248.870544927213,121
Madison County,North Carolina,5186,23838.198115375777,81
Martin County,North Carolina,6112,27237.076648841357,93
McDowell County,North Carolina,13855,30280.181834076404,176
Mecklenburg County,North Carolina,284986,25666.1827377886,1621
Mitchell County,North Carolina,3474,23215.717722534082,37
Montgomery County,North Carolina,7308,26894.343649946637,129
Moore County,North Carolina,24595,24380.4520222046,324
Nash County,North Carolina,26558,28163.905915289826,309
New Hanover County,North Carolina,51432,21935.148183372923,394
Northampton County,North Carolina,4351,22332.289688446337,84
Onslow County,North Carolina,52306,26425.446351887967,376
Orange County,North Carolina,28209,18999.030146286266,134
Pamlico County,North Carolina,2630,20666.352349520665,28
Pasquotank County,North Carolina,8571,21522.19766974689,125
Pender County,North Carolina,15405,24429.115128449095,128
Perquimans County,North Carolina,2780,20649.186659734085,24
Person County,North Carolina,9449,23927.57660167131,109
Pitt County,North Carolina,52792,29208.48502285025,205
Polk County,North Carolina,3918,18905.616676317313,64
Randolph County,North Carolina,35874,24970.24368852973,444
Richmond County,North Carolina,12917,28813.937406589484,192
Robeson County,North Carolina,40690,31150.239234449764,538
Rockingham County,North Carolina,22198,24390.726293813867,293
Rowan County,North Carolina,41591,29271.29666122403,581
Rutherford County,North Carolina,17579,26225.961897089317,401
Sampson County,North Carolina,18913,29769.718719994962,183
Scotland County,North Carolina,10125,29075.610946788045,132
Stanly County,North Carolina,19435,30944.49574881381,261
Stokes County,North Carolina,11315,24818.49487837512,180
Surry County,North Carolina,21231,29576.640708802923,350
Swain County,North Carolina,3715,26031.812767150164,43
Transylvania County,North Carolina,6199,18028.20997527992,75
Tyrrell County,North Carolina,982,24452.19123505976,8
Union County,North Carolina,62697,26139.106725201054,490
Vance County,North Carolina,11936,26801.392163466935,122
Wake County,North Carolina,300453,27024.963099083343,1119
Warren County,North Carolina,4381,22203.638943794027,45
Washington County,North Carolina,3056,26390.328151986185,50
Watauga County,North Carolina,12877,22922.192356302403,68
Wayne County,North Carolina,31560,25631.238274683063,405
Wilkes County,North Carolina,17625,25763.02403087178,264
Wilson County,North Carolina,21886,26755.1741421254,316
Yadkin County,North Carolina,11048,29330.71388748772,120
Yancey County,North Carolina,5353,29625.32514250927,57
Adams County,North Dakota,598,26985.559566787004,10
Barnes County,North Dakota,3024,29035.045607297165,47
Benson County,North Dakota,1980,28981.26463700234,23
Billings County,North Dakota,145,15625.0,1
Bottineau County,North Dakota,1598,25437.758675581026,26
Bowman County,North Dakota,828,27380.95238095238,9
Burke County,North Dakota,433,20472.813238770686,3
Burleigh County,North Dakota,35087,36691.903875515025,303
Cass County,North Dakota,59940,32948.005474843754,333
Cavalier County,North Dakota,822,21850.079744816587,7
Dickey County,North Dakota,1496,30706.07553366174,39
Divide County,North Dakota,459,20273.851590106005,4
Dunn County,North Dakota,1041,23530.741410488245,8
Eddy County,North Dakota,761,33275.032794053346,6
Emmons County,North Dakota,728,22462.2030237581,18
Foster County,North Dakota,992,30903.426791277263,23
Golden Valley County,North Dakota,476,27030.096536059056,4
Grand Forks County,North Dakota,22468,32350.866078242216,125
Grant County,North Dakota,451,19832.893579595428,11
Griggs County,North Dakota,583,26131.779471089198,2
Hettinger County,North Dakota,828,33133.25330132053,8
Kidder County,North Dakota,510,20564.516129032258,13
LaMoure County,North Dakota,1015,25086.505190311418,20
Logan County,North Dakota,435,23513.513513513513,12
McHenry County,North Dakota,1318,22941.688424717144,31
McIntosh County,North Dakota,688,27553.063676411693,9
McKenzie County,North Dakota,3272,21778.487752928646,25
McLean County,North Dakota,2737,28962.962962962964,49
Mercer County,North Dakota,2577,31476.731403444486,24
Morton County,North Dakota,11274,35945.67019512817,142
Mountrail County,North Dakota,3254,30858.226647700332,37
Nelson County,North Dakota,768,26675.929142063218,18
Oliver County,North Dakota,329,16794.282797345586,5
Pembina County,North Dakota,1996,29348.62520217615,16
Pierce County,North Dakota,1065,26792.45283018868,32
Ramsey County,North Dakota,3638,31582.602656480598,57
Ransom County,North Dakota,1515,29034.1126868532,28
Renville County,North Dakota,556,23893.42501074345,15
Richland County,North Dakota,4108,25394.078011992337,23
Rolette County,North Dakota,6121,43178.61173814898,43
Sargent County,North Dakota,1031,26449.461262185734,9
Sheridan County,North Dakota,299,22737.64258555133,7
Sioux County,North Dakota,1350,31914.89361702128,19
Slope County,North Dakota,63,8400.0,0
Stark County,North Dakota,11683,37101.845088761154,86
Steele County,North Dakota,388,20529.100529100528,2
Stutsman County,North Dakota,7113,34355.680061823805,97
Towner County,North Dakota,641,29282.777523983554,12
Traill County,North Dakota,2205,27439.024390243903,26
Walsh County,North Dakota,3374,31707.546283244053,34
Ward County,North Dakota,20887,30879.200484913,251
Wells County,North Dakota,1018,26551.904016692748,12
Williams County,North Dakota,10496,27923.062598100507,68
Adams County,Ohio,7022,25352.010975521698,148
Allen County,Ohio,27636,27001.201746929684,478
Ashland County,Ohio,12109,22640.415825293545,218
Ashtabula County,Ohio,20537,21119.69231085653,431
Athens County,Ohio,14852,22734.856950418663,142
Auglaize County,Ohio,11642,25499.386718065532,189
Belmont County,Ohio,15805,23587.43993075247,309
Brown County,Ohio,11248,25897.955424571745,180
Butler County,Ohio,93927,24515.443682889014,1157
Carroll County,Ohio,5291,19658.913576577248,126
Champaign County,Ohio,8819,22679.69654108268,147
Clark County,Ohio,35217,26265.07461796052,586
Clermont County,Ohio,51997,25188.92785862383,560
Clinton County,Ohio,10410,24804.61303850553,168
Columbiana County,Ohio,24651,24195.400606578136,486
Coshocton County,Ohio,8008,21879.781420765026,159
Crawford County,Ohio,11254,27121.99354123488,215
Cuyahoga County,Ohio,276160,22359.830034200433,3794
Darke County,Ohio,12442,24342.14387729149,239
Defiance County,Ohio,10275,26977.708929556018,165
Delaware County,Ohio,45538,21770.07988449973,272
Erie County,Ohio,19730,26566.66576899254,267
Fairfield County,Ohio,39082,24802.31510274538,430
Fayette County,Ohio,7846,27505.6967572305,121
Franklin County,Ohio,296037,22482.2974036192,2610
Fulton County,Ohio,10436,24773.29915016854,180
Gallia County,Ohio,7565,25302.695832497157,127
Geauga County,Ohio,16413,17526.081431729115,265
Greene County,Ohio,38049,22522.597181197725,513
Guernsey County,Ohio,10567,27181.993569131835,151
Hamilton County,Ohio,191030,23368.355896769677,2069
Hancock County,Ohio,17253,22766.319623134477,277
Hardin County,Ohio,7138,22757.851107922845,158
Harrison County,Ohio,3263,21695.478723404256,74
Henry County,Ohio,6485,24013.182255795007,106
Highland County,Ohio,10675,24732.976529737494,184
Hocking County,Ohio,6731,23814.746674214548,123
Holmes County,Ohio,5135,11681.073703366697,182
Huron County,Ohio,14626,25102.117873202213,222
Jackson County,Ohio,8988,27729.614660784257,141
Jefferson County,Ohio,14900,22809.031764255644,322
Knox County,Ohio,13325,21380.892782644973,228
Lake County,Ohio,49961,21708.110832547613,737
Lawrence County,Ohio,18071,30390.326757815787,256
Licking County,Ohio,42276,23903.382298062894,475
Logan County,Ohio,10333,22624.365037659834,173
Lorain County,Ohio,68382,22070.599322861028,981
Lucas County,Ohio,103434,24147.18873439353,1420
Madison County,Ohio,9754,21805.906418367576,136
Mahoning County,Ohio,54021,23622.65669070285,1089
Marion County,Ohio,20070,30832.808443304195,268
Medina County,Ohio,40840,22720.950674841162,507
Meigs County,Ohio,4686,20456.62897804165,88
Mercer County,Ohio,9715,23596.133294471972,144
Miami County,Ohio,25909,24216.960939179524,483
Monroe County,Ohio,3499,25626.190127435184,82
Montgomery County,Ohio,128090,24091.2416515732,2019
Morgan County,Ohio,3278,22594.43065894679,60
Morrow County,Ohio,7845,22206.182065217392,103
Muskingum County,Ohio,25481,29555.18181290959,294
Noble County,Ohio,3220,22323.904603438714,58
Ottawa County,Ohio,8618,21265.885256014804,138
Paulding County,Ohio,4639,24844.687232219367,74
Perry County,Ohio,8356,23125.034593457687,125
Pickaway County,Ohio,17679,30242.742528696304,230
Pike County,Ohio,7493,26980.41192568054,123
Portage County,Ohio,35026,21558.972338827818,450
Preble County,Ohio,9494,23222.934298713368,201
Putnam County,Ohio,8492,25078.99943888249,157
Richland County,Ohio,31806,26252.53809201512,508
Ross County,Ohio,19410,25317.611457490933,301
Sandusky County,Ohio,14015,23949.895758570012,238
Scioto County,Ohio,20777,27587.16838834745,257
Seneca County,Ohio,12869,23322.701076516,230
Shelby County,Ohio,11102,22848.32270014406,188
Stark County,Ohio,80794,21800.510515210222,1718
Summit County,Ohio,115094,21273.7956389218,1710
Trumbull County,Ohio,42078,21254.30612100579,941
Tuscarawas County,Ohio,20753,22560.796634307022,505
Union County,Ohio,15952,27042.788363735,102
Van Wert County,Ohio,6755,23890.362511052164,148
Vinton County,Ohio,2918,22300.343905235004,55
Warren County,Ohio,58538,24952.046444616837,584
Washington County,Ohio,12409,20712.390045233762,207
Wayne County,Ohio,23392,20216.057384841413,439
Williams County,Ohio,9090,24773.792652349286,164
Wood County,Ohio,32072,24516.691255723643,355
Wyandot County,Ohio,5441,24990.81388939923,105
Adair County,Oklahoma,7978,35946.652248355414,62
Alfalfa County,Oklahoma,1716,30094.70361276745,9
Atoka County,Oklahoma,3905,28383.485971798225,35
Beaver County,Oklahoma,968,18226.32272641687,9
Beckham County,Oklahoma,5975,27334.27878676975,75
Blaine County,Oklahoma,2458,26068.51203733164,30
Bryan County,Oklahoma,13598,28332.117928950935,108
Caddo County,Oklahoma,8278,28781.030526388986,132
Canadian County,Oklahoma,39776,26820.223052337733,295
Carter County,Oklahoma,14362,29851.801043420426,193
Cherokee County,Oklahoma,14523,29847.70947653986,118
Choctaw County,Oklahoma,4056,27644.492911668487,51
Cimarron County,Oklahoma,565,26438.933083762284,2
Cleveland County,Oklahoma,79443,27971.50844676671,609
Coal County,Oklahoma,1671,30409.463148316652,20
Comanche County,Oklahoma,33150,27453.643508434852,311
Cotton County,Oklahoma,1462,25803.03565125309,23
Craig County,Oklahoma,4782,33814.170555791265,33
Creek County,Oklahoma,18225,25481.669975671823,263
Custer County,Oklahoma,7920,27307.519911733267,129
Delaware County,Oklahoma,11086,25776.00037201516,161
Dewey County,Oklahoma,1063,21733.796769576773,19
Ellis County,Oklahoma,772,20005.182689816014,6
Garfield County,Oklahoma,15197,24890.26467505241,212
Garvin County,Oklahoma,7039,25401.465122153655,100
Grady County,Oklahoma,13758,24640.899810151524,185
Grant County,Oklahoma,1035,23886.45280406185,8
Greer County,Oklahoma,1296,22689.0756302521,25
Harmon County,Oklahoma,522,19675.83867320015,7
Harper County,Oklahoma,714,19360.08676789588,10
Haskell County,Oklahoma,2778,22000.475172249942,29
Hughes County,Oklahoma,2585,19466.82732133444,44
Jackson County,Oklahoma,6565,26763.147166734612,86
Jefferson County,Oklahoma,1338,22292.569143618795,20
Johnston County,Oklahoma,3037,27397.38385205232,47
Kay County,Oklahoma,12318,28292.526069180945,166
Kingfisher County,Oklahoma,4175,26482.714874722486,54
Kiowa County,Oklahoma,1964,22553.973357831877,41
Latimer County,Oklahoma,2273,22565.273503424996,23
Le Flore County,Oklahoma,12490,25053.65775379616,89
Lincoln County,Oklahoma,7887,22613.75691716604,112
Logan County,Oklahoma,10884,22669.80483639166,115
Love County,Oklahoma,3103,30264.31288403394,29
Major County,Oklahoma,2457,32206.055839559576,32
Marshall County,Oklahoma,4604,27192.72340676865,28
Mayes County,Oklahoma,10384,25265.206812652068,126
McClain County,Oklahoma,11757,29048.277906804367,106
McCurtain County,Oklahoma,8108,24695.41910331384,129
McIntosh County,Oklahoma,4862,24811.185956317615,94
Murray County,Oklahoma,4166,29602.785475733675,53
Muskogee County,Oklahoma,19976,29377.76666617645,262
Noble County,Oklahoma,3044,27347.048782679,30
Nowata County,Oklahoma,2779,27580.389043271138,29
Okfuskee County,Oklahoma,3531,29442.174601851082,47
Oklahoma County,Oklahoma,199453,25011.850510512468,1887
Okmulgee County,Oklahoma,9679,25163.135317821398,141
Osage County,Oklahoma,10940,23294.934309988716,127
Ottawa County,Oklahoma,9199,29553.121084588944,101
Pawnee County,Oklahoma,4115,25128.236443575966,66
Payne County,Oklahoma,18420,22522.74283478431,117
Pittsburg County,Oklahoma,10774,24680.441654831175,158
Pontotoc County,Oklahoma,12121,31660.746003552398,101
Pottawatomie County,Oklahoma,20679,28486.610094776282,195
Pushmataha County,Oklahoma,2675,24107.786589762076,40
Roger Mills County,Oklahoma,890,24839.519955344684,12
Rogers County,Oklahoma,25435,27509.49069317211,293
Seminole County,Oklahoma,6136,25294.74812433012,105
Sequoyah County,Oklahoma,10633,25579.15754528615,89
Stephens County,Oklahoma,11372,26358.85311638041,144
Texas County,Oklahoma,5992,29985.487664514836,39
Tillman County,Oklahoma,1530,21103.44827586207,24
Tulsa County,Oklahoma,172104,26414.468837483422,1694
Wagoner County,Oklahoma,21871,26905.239331274835,207
Washington County,Oklahoma,12698,24643.390843635374,200
Washita County,Oklahoma,2635,24138.87871015024,31
Woods County,Oklahoma,2352,26748.54998294098,26
Woodward County,Oklahoma,5168,25570.23403097323,51
Baker County,Oregon,3204,19870.9997519226,46
Benton County,Oregon,15102,16229.460629963569,66
Clackamas County,Oregon,59978,14342.38749650276,581
Clatsop County,Oregon,4596,11426.01431980907,47
Columbia County,Oregon,7554,14428.696947702181,92
Coos County,Oregon,10647,16510.304402437698,149
Crook County,Oregon,6036,24733.6502212752,77
Curry County,Oregon,3340,14569.247546346782,52
Deschutes County,Oregon,45881,23208.32405964834,266
Douglas County,Oregon,19726,17774.373761038027,380
Gilliam County,Oregon,283,14801.255230125522,5
Grant County,Oregon,1670,23197.666342547578,20
Harney County,Oregon,1601,21655.620181252536,37
Hood River County,Oregon,3548,15174.065520485843,42
Jackson County,Oregon,42608,19284.52458541531,511
Jefferson County,Oregon,7214,29256.225160191418,88
Josephine County,Oregon,16314,18647.341890795204,322
Klamath County,Oregon,14094,20654.180954893167,210
Lake County,Oregon,1403,17829.457364341088,26
Lane County,Oregon,57237,14980.880316803075,502
Lincoln County,Oregon,7000,14010.648092550338,81
Linn County,Oregon,26383,20333.875405590796,255
Malheur County,Oregon,8203,26832.619148866575,108
Marion County,Oregon,68793,19778.447348900863,697
Morrow County,Oregon,2950,25424.459191588383,33
Multnomah County,Oregon,113186,13924.500679703022,1135
Polk County,Oregon,15243,17706.917581460184,127
Sherman County,Oregon,318,17865.16853932584,5
Tillamook County,Oregon,3645,13482.023968042611,60
Umatilla County,Oregon,22327,28642.719692110328,208
Union County,Oregon,5016,18692.00670765791,76
Wallowa County,Oregon,1251,17355.71587125416,16
Wasco County,Oregon,5119,19185.218499362865,60
Washington County,Oregon,85081,14142.641524488357,553
Wheeler County,Oregon,242,18168.16816816817,3
Yamhill County,Oregon,17722,16547.15219421102,211
Adams County,Pennsylvania,25114,24380.393946160046,364
Allegheny County,Pennsylvania,271427,22320.473337746545,3323
Armstrong County,Pennsylvania,15397,23784.660539121032,343
Beaver County,Pennsylvania,40744,24854.66268933502,745
Bedford County,Pennsylvania,11044,23062.145005011695,275
Berks County,Pennsylvania,103652,24610.84043270555,1595
Blair County,Pennsylvania,29924,24562.29633338532,616
Bradford County,Pennsylvania,16219,26886.92538501069,207
Bucks County,Pennsylvania,126504,20135.29215146354,1905
Butler County,Pennsylvania,45173,24046.994192267357,743
Cambria County,Pennsylvania,34936,26834.214083814673,732
Cameron County,Pennsylvania,822,18484.37148639532,21
Carbon County,Pennsylvania,16188,25222.024866785083,294
Centre County,Pennsylvania,36016,22179.388490316225,351
Chester County,Pennsylvania,94968,18089.521875696446,1164
Clarion County,Pennsylvania,8323,21653.051667620584,202
Clearfield County,Pennsylvania,19533,24645.763674216138,348
Clinton County,Pennsylvania,9157,23703.147649616898,127
Columbia County,Pennsylvania,15476,23822.42472754141,246
Crawford County,Pennsylvania,20080,23727.091186236397,320
Cumberland County,Pennsylvania,51754,20426.25409480207,892
Dauphin County,Pennsylvania,59830,21498.460289113507,964
Delaware County,Pennsylvania,113339,19998.164966025404,1875
Elk County,Pennsylvania,7193,24048.813105984624,101
Erie County,Pennsylvania,58218,21583.966069521888,760
Fayette County,Pennsylvania,31332,24236.892182496093,674
Forest County,Pennsylvania,2250,31047.32992962605,35
Franklin County,Pennsylvania,40694,26249.62103375541,695
Fulton County,Pennsylvania,4153,28582.243633860973,65
Greene County,Pennsylvania,8513,23495.156349184446,104
Huntingdon County,Pennsylvania,11594,25682.261208576998,249
Indiana County,Pennsylvania,17690,21041.237971762635,356
Jefferson County,Pennsylvania,9121,21004.02993667242,235
Juniata County,Pennsylvania,4797,19371.643177321002,176
Lackawanna County,Pennsylvania,45137,21527.2279824871,776
Lancaster County,Pennsylvania,122794,22501.117781149445,1890
Lawrence County,Pennsylvania,19109,22346.571241463185,418
Lebanon County,Pennsylvania,37011,26102.13480214115,518
Lehigh County,Pennsylvania,91539,24785.95681770182,1246
Luzerne County,Pennsylvania,75379,23747.625363480845,1366
Lycoming County,Pennsylvania,28894,25502.43161899046,522
McKean County,Pennsylvania,8298,20425.846153846152,141
Mercer County,Pennsylvania,23612,21578.44714139494,498
Mifflin County,Pennsylvania,12348,26763.188694785207,276
Monroe County,Pennsylvania,37881,22247.47608224536,524
Montgomery County,Pennsylvania,158154,19033.71584337748,2329
Montour County,Pennsylvania,4637,25436.094349972573,93
