county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate
Chatham County,Georgia,54144,18707.113982655566,886,289429,306,0.016363770655356512
Broadwater County,Montana,1283,20570.787237453904,21,6236,336,0.01636788648730425
Meade County,Kansas,1221,30275.229357798165,20,4032,496,0.016380015038491808
St. Clair County,Alabama,25395,28370.49781034945,416,89511,464,0.016381177332619897
Floyd County,Kentucky,12571,35322.71207395544,206,35588,578,0.016386922151086454
Greenbrier County,West Virginia,9763,28166.291616179104,160,34661,461,0.016388405035456265
Wicomico County,Maryland,20012,19314.92437915625,328,103608,316,0.016390165818558036
Taliaferro County,Georgia,183,11906.310995445674,3,1536,195,0.016393433664790347
Clay County,Georgia,366,12914.608327452364,6,2833,211,0.01639343814386936
Hancock County,Iowa,2867,26970.837253057383,47,10629,442,0.016393442051153048
Crockett County,Tennessee,5183,36423.0498945889,85,14229,597,0.01639976815744225
Lauderdale County,Alabama,24193,26090.004205804013,397,92728,428,0.016409705218824844
Marshall County,Kansas,2559,26362.41887297826,42,9706,432,0.01641266055440951
Pike County,Ohio,7493,26980.41192568054,123,27771,442,0.016415320747159737
Butler County,Missouri,10111,23802.909741513253,166,42477,390,0.01641776267018334
Kingsbury County,South Dakota,1340,27130.99817776878,22,4938,445,0.01641790922254409
Nez Perce County,Idaho,8953,22156.503662641062,147,40407,363,0.016419077220830147
Darlington County,South Carolina,18939,28429.253354949113,311,66617,466,0.01642114147303901
Paulding County,Georgia,26365,15631.39203282207,433,168666,256,0.01642328838830537
Calhoun County,Michigan,35011,26096.6465164469,575,134158,428,0.016423409738586702
Lafayette County,Missouri,7793,23825.975296563534,128,32707,391,0.016424996581226786
Natchitoches Parish,Louisiana,10162,26631.374810000525,167,38157,437,0.01643377271763656
Montgomery County,New York,12471,25336.746510635705,205,49220,416,0.01643813634481488
Wayne County,Pennsylvania,10460,20365.647086310626,172,51360,334,0.016443594489066977
Imperial County,California,55757,30768.424247440886,917,181214,506,0.016446365449277463
Butler County,Pennsylvania,45173,24046.994192267357,743,187852,395,0.016447878120895494
Tillamook County,Oregon,3645,13482.023968042611,60,27035,221,0.016460904898191908
Wyoming County,West Virginia,7044,34539.570461900556,116,20393,568,0.016467915723056278
Marion County,Iowa,7590,22825.008269930535,125,33252,375,0.016469037991185268
Jefferson County,Indiana,9349,28937.105360901325,154,32307,476,0.016472349807761796
Smith County,Mississippi,4127,25929.881879869314,68,15915,427,0.016476859305140312
Surry County,North Carolina,21231,29576.640708802923,350,71782,487,0.016485327980380913
Jewell County,Kansas,788,27370.614796804446,13,2878,451,0.016497459835347738
Hamilton County,Illinois,2181,26872.843765401678,36,8115,443,0.01650618906436547
Haywood County,Tennessee,6179,35708.50670365233,102,17303,589,0.01650752522240613
Eddy County,New Mexico,17069,29197.74204584331,282,58459,482,0.016521178648302895
Quitman County,Georgia,242,10526.315789473685,4,2298,174,0.01652891878970298
Washington County,Maryland,35428,23454.64054710723,586,151048,387,0.016540589317656687
Delaware County,Pennsylvania,113339,19998.164966025404,1875,566746,330,0.016543290467938405
Sweet Grass County,Montana,785,21006.154669521005,13,3736,347,0.016560507444521345
Ziebach County,South Dakota,664,24092.88824383164,11,2755,399,0.016566262565321902
Hardin County,Tennessee,8751,34114.29907999376,145,25651,565,0.016569534720951497
Russell County,Virginia,6877,25866.997667945536,114,26585,428,0.01657699554199512
Henry County,Alabama,4584,26643.417611159544,76,17204,441,0.01657940627008276
Chester County,Tennessee,5848,33809.33109787824,97,17296,560,0.016586867021428402
Taos County,New Mexico,5425,16578.55331112673,90,32722,275,0.016589861445348176
Tehama County,California,12111,18608.260094646917,201,65083,308,0.016596482399500602
Genesee County,Michigan,103601,25529.24622917452,1720,405812,423,0.01660215633381709
Copiah County,Mississippi,7287,25964.724746125066,121,28064,431,0.01660491263064481
Carroll County,Arkansas,6138,21627.906976744187,102,28379,359,0.016617790540602955
Macomb County,Michigan,238508,27290.11913425144,3965,873971,453,0.01662418031402545
Pike County,Illinois,5050,32452.927189769296,84,15560,539,0.016633663036957166
Clark County,Ohio,35217,26265.07461796052,586,134082,437,0.01663969101104668
Monroe County,Tennessee,14591,31348.15769685251,243,46544,522,0.016654101729462672
Franklin County,Iowa,2521,25034.756703078452,42,10069,417,0.016660054872667397
Ripley County,Indiana,8283,29243.750882643697,138,28323,487,0.016660630005304482
Clayton County,Georgia,58629,20060.83707434578,977,292255,334,0.016664108177413723
Champaign County,Ohio,8819,22679.69654108268,147,38884,378,0.016668556336675855
Churchill County,Nevada,6599,26492.432454133042,110,24908,441,0.01666919204926213
Washington County,Ohio,12409,20712.390045233762,207,59910,345,0.01668144075524667
Simpson County,Kentucky,5635,30341.374111565798,94,18571,506,0.01668145489473904
Webster Parish,Louisiana,11145,29068.85758998435,186,38339,485,0.016689098100591316
Clay County,Texas,2096,20017.190335211537,35,10470,334,0.0166984724857599
Clay County,North Carolina,2634,23452.94274775176,44,11230,391,0.01670463110460778
Allegany County,New York,9275,20123.23447093793,155,46090,336,0.01671159011631709
Taylor County,Iowa,1316,21499.75494200294,22,6120,359,0.016717323957650156
Grayson County,Kentucky,8014,30325.04635410754,134,26426,507,0.016720738498618187
Adams County,North Dakota,598,26985.559566787004,10,2215,451,0.01672240523036702
Madison County,Virginia,2451,18482.769021944045,41,13260,309,0.01672786549457913
Hamilton County,Texas,1972,23306.937714218177,33,8460,390,0.016734279070269826
Johnson County,Texas,43903,24970.850372830842,735,175816,418,0.016741452709970954
Logan County,Ohio,10333,22624.365037659834,173,45671,378,0.01674247540169868
Zavala County,Texas,4059,34282.09459459459,68,11839,574,0.016752894388940762
Taney County,Missouri,13307,23793.091117150623,223,55927,398,0.016758097116118607
Granite County,Montana,537,15892.27582124889,9,3378,266,0.016759773415312214
Cherokee County,Alabama,5131,19586.959841197127,86,26195,328,0.016760865001737187
Delaware County,Iowa,4056,23843.39545000294,68,17010,399,0.01676528558270992
Haywood County,North Carolina,13175,21141.90349342876,221,62316,354,0.016774193421068742
Campbell County,Virginia,12814,23346.99826910814,215,54884,391,0.016778523358993887
Gallia County,Ohio,7565,25302.695832497157,127,29897,424,0.01678783850908343
Jefferson County,Tennessee,15724,28854.023304890354,264,54494,484,0.01678962085481035
Pocahontas County,Iowa,1608,24293.699954675933,27,6618,407,0.016791043731900265
Lancaster County,Virginia,1846,17410.166933886638,31,10602,292,0.016793065179140566
Norton city,Virginia,1310,32906.3049485054,22,3980,552,0.016793891847794517
Bell County,Kentucky,8868,34065.76521204671,149,26031,572,0.016801984474492732
Barren County,Kentucky,13032,29451.513028543017,219,44248,494,0.016804788084677807
Lewis County,Tennessee,3570,29100.097815454843,60,12267,489,0.016806722218299097
Colorado County,Texas,3808,17717.396361606105,64,21492,297,0.01680672224772263
Pike County,Arkansas,2617,24416.86881880948,44,10717,410,0.016813144179856927
Meigs County,Tennessee,3390,27290.291418451136,57,12421,458,0.016814158796042512
Columbus County,North Carolina,15997,28819.269294516103,269,55507,484,0.01681565282980776
Pueblo County,Colorado,47690,28315.441979765354,802,168423,476,0.016816942720031574
Brown County,Kansas,2735,28596.82141363446,46,9563,481,0.016819012182120213
Talladega County,Alabama,22396,28002.70074270424,377,79977,471,0.016833363025391304
Trinity County,California,1188,9670.329670329671,20,12284,162,0.016835015417927996
Kalkaska County,Michigan,3623,20085.37531877148,61,18037,338,0.016836875052804994
Howard County,Iowa,2077,22679.624372133654,35,9157,382,0.01685122692098089
Hartford County,Connecticut,187284,21002.556856412328,3157,891719,354,0.016856752302996117
Greene County,Tennessee,22066,31947.76238254499,372,69068,538,0.01685851528660149
Edmunds County,South Dakota,949,24784.53904413685,16,3828,417,0.01685985069969961
Petersburg city,Virginia,8297,26469.086964844,140,31345,446,0.016873568556423184
Saline County,Kansas,14159,26112.05370315727,239,54223,440,0.016879723025074348
Salem city,Virginia,5745,22706.61238686218,97,25300,383,0.016884246877558802
Vilas County,Wisconsin,5270,23744.08650596981,89,22194,401,0.016888045220340698
Pipestone County,Minnesota,2013,22057.85667324129,34,9125,372,0.016890212772468317
New Madrid County,Missouri,5030,29456.547200749592,85,17075,497,0.016898608013944175
Custer County,Idaho,532,12329.084588644264,9,4314,208,0.01691729005314097
Atascosa County,Texas,13647,26678.787167908038,231,51152,451,0.016926796974230256
Coffee County,Alabama,13643,26065.11023652134,231,52341,441,0.01693175975275409
Shelby County,Ohio,11102,22848.32270014406,188,48589,386,0.016933885633814757
Tazewell County,Virginia,10329,25444.020199531962,175,40594,431,0.01694258866354353
Bosque County,Texas,4130,22103.291410222104,70,18684,374,0.01694915213198179
Robertson County,Texas,4541,26595.993908867284,77,17073,451,0.01695661711172391
Iberville Parish,Louisiana,9023,27753.683368705977,153,32510,470,0.016956666109313245
Escambia County,Alabama,10081,27518.903720689,171,36632,466,0.016962602748114248
Hopkins County,Kentucky,14974,33509.376538513185,254,44685,568,0.01696273529475935
Randolph County,Missouri,6013,24296.91288184904,102,24747,412,0.01696324601757449
Harrison County,Texas,13370,20089.252174958307,227,66552,341,0.016978309521478614
Cherokee County,North Carolina,7126,24905.633999720398,121,28611,422,0.016980072733931057
Sandusky County,Ohio,14015,23949.895758570012,238,58517,406,0.016981805087536175
Moffat County,Colorado,3062,23052.021380712187,52,13282,391,0.01698236391305147
Gooding County,Idaho,3297,21720.798471572565,56,15178,368,0.01698513748907681
McKean County,Pennsylvania,8298,20425.846153846152,141,40624,347,0.01699204607143835
Westmoreland County,Pennsylvania,81006,23217.607387811375,1378,348898,394,0.01701108557759785
Somervell County,Texas,2116,23181.419807186678,36,9127,394,0.017013231710149727
Bon Homme County,South Dakota,2292,33212.57788726271,39,6900,565,0.01701570606388717
Hidalgo County,Texas,207289,23861.78538908976,3528,868706,406,0.017019716426332456
Hughes County,Oklahoma,2585,19466.82732133444,44,13278,331,0.017021275937281394
Montrose County,Colorado,9398,21979.51260582815,160,42757,374,0.01702489873350821
Lincoln County,Tennessee,9980,29040.330559273698,170,34365,494,0.017034067965590503
Gratiot County,Michigan,10971,26948.490579941536,187,40710,459,0.017044936495807708
Schleicher County,Texas,528,18904.40386680988,9,2792,322,0.017045451317149372
Salem County,New Jersey,14662,23502.44449787609,250,62384,400,0.01705087970910599
Audubon County,Iowa,1114,20269.28675400291,19,5495,345,0.01705565376520164
Randolph County,Arkansas,5217,29051.119278316073,89,17957,495,0.017059612477293224
Marshall County,West Virginia,9085,29756.640791326845,155,30530,507,0.017061089520516354
Williamsburg County,South Carolina,8557,28177.68703898841,146,30367,480,0.01706205425894526
Adams County,Iowa,820,22765.13048306496,14,3601,388,0.01707316864961358
Franklin County,Pennsylvania,40694,26249.62103375541,695,155026,448,0.01707868477643219
Lake County,Indiana,106154,21865.19682055148,1813,485492,373,0.017078960739040486
Grundy County,Iowa,2576,21059.516023544802,44,12231,359,0.01708074467854252
Dinwiddie County,Virginia,5442,19065.302690582957,93,28543,325,0.01708930508839939
Jefferson County,Texas,49316,19603.68095720788,843,251564,335,0.017093843748288904
Benewah County,Idaho,2397,25779.73757797376,41,9297,441,0.017104713512527594
Decatur County,Iowa,1520,19313.8500635324,26,7869,330,0.01710526203254855
Knox County,Ohio,13325,21380.892782644973,228,62321,365,0.017110694055454456
Caddo Parish,Louisiana,67560,28126.092821102065,1156,240203,481,0.01711071637491013
Seminole County,Oklahoma,6136,25294.74812433012,105,24257,432,0.017112124884091837
Hampton County,South Carolina,5024,26136.718343564666,86,19221,447,0.01711783405418324
Falls County,Texas,3797,21951.7835462797,65,17296,375,0.017118777531767774
Union County,Florida,4321,28358.600774430663,74,15236,485,0.017125664958906155
Chickasaw County,Mississippi,5603,32760.33444424955,96,17102,561,0.0171336780807839
Montgomery County,Alabama,55316,24423.584680730815,948,226485,418,0.017137898587862646
Edwards County,Illinois,1749,27349.491790461296,30,6394,469,0.01715265768138035
Owsley County,Kentucky,1574,35651.189127972815,27,4414,611,0.0171537473218712
Macon County,Tennessee,8447,34334.606942525,145,24601,589,0.01716585749774053
Cross County,Arkansas,4835,29447.59120531092,83,16418,505,0.01716649395725969
Miami County,Indiana,9261,26075.571573375382,159,35515,447,0.017168772085425204
Tangipahoa Parish,Louisiana,34885,25887.145846628773,599,134757,444,0.017170703691641958
Wirt County,West Virginia,1455,24995.70520529119,25,5820,429,0.017182129403290076
Norton County,Kansas,2153,40160.41783249394,37,5360,690,0.017185322007184298
Lackawanna County,Pennsylvania,45137,21527.2279824871,776,209673,370,0.017192104000726446
Floyd County,Iowa,3605,23046.92494565912,62,15641,396,0.017198335167868648
Anderson County,South Carolina,58025,28646.11617413284,998,202557,492,0.017199482951832
Briscoe County,Texas,465,30077.619663648125,8,1545,517,0.01720429737541992
Overton County,Tennessee,7142,32111.865473674745,123,22240,553,0.017222066406859894
Richland County,Illinois,5167,33307.54850770322,89,15512,573,0.017224694847596384
Cumberland County,Pennsylvania,51754,20426.25409480207,892,253369,352,0.017235382739043587
Highland County,Ohio,10675,24732.976529737494,184,43160,426,0.017236533796379076
Jackson Parish,Louisiana,4409,28004.31910569106,76,15743,482,0.01723746842282902
Fulton County,Ohio,10436,24773.29915016854,180,42125,427,0.017247987569490347
Coffey County,Kansas,2435,29771.36569262746,42,8178,513,0.01724845925057662
Barbour County,Alabama,5681,23013.043830511222,98,24685,397,0.017250483766053797
Lyon County,Nevada,10135,17623.022083115982,175,57509,304,0.017266896721589573
Winston County,Alabama,7576,32062.296330779973,131,23628,554,0.01729144644546665
Allen County,Ohio,27636,27001.201746929684,478,102350,467,0.017296280151627298
Newton County,Missouri,11730,20142.18009478673,203,58235,348,0.017306052708388298
St. John the Baptist Parish,Louisiana,10628,24810.32752060135,184,42836,429,0.017312758587572842
Pleasants County,West Virginia,2077,27841.82305630027,36,7459,482,0.017332690547294628
Roanoke city,Virginia,21671,21858.32585255641,376,99142,379,0.017350375998567782
Lamar County,Alabama,3745,27127.85222745382,65,13804,470,0.01735647483694326
Sussex County,Virginia,2419,21677.569674702034,42,11158,376,0.017362545789063835
Shackelford County,Texas,691,21163.85911179173,12,3264,367,0.01736613352154363
Tripp County,South Dakota,1382,25399.742694357654,24,5440,441,0.01736613477813786
Morgan County,Indiana,16468,23362.510462625374,286,70488,405,0.017367014711154878
Wright County,Iowa,3626,28864.830441012575,63,12561,501,0.017374516895352538
Langlade County,Wisconsin,5295,27593.93402470165,92,19188,479,0.017374881635979573
